omega,lmax_eff_current
4.400000000000003020e+00,1.500000000000000000e+01
4.420000000000003482e+00,1.500000000000000000e+01
4.440000000000003055e+00,1.500000000000000000e+01
4.460000000000002629e+00,1.600000000000000000e+01
4.480000000000003091e+00,1.600000000000000000e+01
4.500000000000003553e+00,1.600000000000000000e+01
4.520000000000003126e+00,1.600000000000000000e+01
4.540000000000002700e+00,1.600000000000000000e+01
4.560000000000003162e+00,1.600000000000000000e+01
4.580000000000003624e+00,1.600000000000000000e+01
4.600000000000003197e+00,1.600000000000000000e+01
4.620000000000002771e+00,1.600000000000000000e+01
4.640000000000003233e+00,1.600000000000000000e+01
4.660000000000003695e+00,1.600000000000000000e+01
4.680000000000003268e+00,1.600000000000000000e+01
4.700000000000002842e+00,1.600000000000000000e+01
4.720000000000003304e+00,1.600000000000000000e+01
4.740000000000003766e+00,1.600000000000000000e+01
4.760000000000003340e+00,1.600000000000000000e+01
4.780000000000002913e+00,1.600000000000000000e+01
4.800000000000003375e+00,1.600000000000000000e+01
4.820000000000003837e+00,1.600000000000000000e+01
4.840000000000003411e+00,1.600000000000000000e+01
4.860000000000002984e+00,1.700000000000000000e+01
4.880000000000003446e+00,1.700000000000000000e+01
4.900000000000003908e+00,1.700000000000000000e+01
4.920000000000003482e+00,1.700000000000000000e+01
4.940000000000003055e+00,1.700000000000000000e+01
4.960000000000003517e+00,1.700000000000000000e+01
4.980000000000003979e+00,1.700000000000000000e+01
5.000000000000003553e+00,1.700000000000000000e+01
5.020000000000003126e+00,1.700000000000000000e+01
5.040000000000003588e+00,1.700000000000000000e+01
5.060000000000004050e+00,1.700000000000000000e+01
5.080000000000003624e+00,1.700000000000000000e+01
5.100000000000003197e+00,1.700000000000000000e+01
5.120000000000003659e+00,1.700000000000000000e+01
5.140000000000004121e+00,1.700000000000000000e+01
5.160000000000003695e+00,1.700000000000000000e+01
5.180000000000003268e+00,1.700000000000000000e+01
5.200000000000003730e+00,1.700000000000000000e+01
5.220000000000004192e+00,1.700000000000000000e+01
5.240000000000003766e+00,1.700000000000000000e+01
5.260000000000003340e+00,1.800000000000000000e+01
5.280000000000003801e+00,1.800000000000000000e+01
5.300000000000004263e+00,1.800000000000000000e+01
5.320000000000003837e+00,1.800000000000000000e+01
5.340000000000003411e+00,1.800000000000000000e+01
5.360000000000003872e+00,1.800000000000000000e+01
5.380000000000004334e+00,1.800000000000000000e+01
5.400000000000003908e+00,1.800000000000000000e+01
5.420000000000003482e+00,1.800000000000000000e+01
5.440000000000003944e+00,1.800000000000000000e+01
5.460000000000004405e+00,1.800000000000000000e+01
5.480000000000003979e+00,1.800000000000000000e+01
5.500000000000003553e+00,1.800000000000000000e+01
5.520000000000004015e+00,1.800000000000000000e+01
5.540000000000004476e+00,1.800000000000000000e+01
5.560000000000004050e+00,1.800000000000000000e+01
5.580000000000003624e+00,1.800000000000000000e+01
5.600000000000004086e+00,1.800000000000000000e+01
5.620000000000004547e+00,1.800000000000000000e+01
5.640000000000004121e+00,1.800000000000000000e+01
5.660000000000003695e+00,1.900000000000000000e+01
5.680000000000004157e+00,1.900000000000000000e+01
5.700000000000004619e+00,1.900000000000000000e+01
5.720000000000004192e+00,1.900000000000000000e+01
5.740000000000003766e+00,1.900000000000000000e+01
5.760000000000004228e+00,1.900000000000000000e+01
5.780000000000004690e+00,1.900000000000000000e+01
5.800000000000004263e+00,1.900000000000000000e+01
5.820000000000003837e+00,1.900000000000000000e+01
5.840000000000004299e+00,1.900000000000000000e+01
5.860000000000004761e+00,1.900000000000000000e+01
5.880000000000004334e+00,1.900000000000000000e+01
5.900000000000003908e+00,1.900000000000000000e+01
5.920000000000004370e+00,1.900000000000000000e+01
5.940000000000004832e+00,1.900000000000000000e+01
5.960000000000004405e+00,1.900000000000000000e+01
5.980000000000003979e+00,1.900000000000000000e+01
6.000000000000004441e+00,1.900000000000000000e+01
6.020000000000004903e+00,1.900000000000000000e+01
6.040000000000004476e+00,1.900000000000000000e+01
6.060000000000004050e+00,2.000000000000000000e+01
6.080000000000004512e+00,2.000000000000000000e+01
6.100000000000004974e+00,2.000000000000000000e+01
6.120000000000004547e+00,2.000000000000000000e+01
6.140000000000004121e+00,2.000000000000000000e+01
6.160000000000004583e+00,2.000000000000000000e+01
6.180000000000005045e+00,2.000000000000000000e+01
6.200000000000004619e+00,2.000000000000000000e+01
6.220000000000004192e+00,2.000000000000000000e+01
6.240000000000004654e+00,2.000000000000000000e+01
6.260000000000005116e+00,2.000000000000000000e+01
6.280000000000004690e+00,2.000000000000000000e+01
6.300000000000004263e+00,2.000000000000000000e+01
6.320000000000004725e+00,2.000000000000000000e+01
6.340000000000005187e+00,2.000000000000000000e+01
6.360000000000004761e+00,2.000000000000000000e+01
6.380000000000004334e+00,2.000000000000000000e+01
6.400000000000004796e+00,2.000000000000000000e+01
6.420000000000005258e+00,2.000000000000000000e+01
6.440000000000004832e+00,2.100000000000000000e+01
6.460000000000004405e+00,2.100000000000000000e+01
6.480000000000004867e+00,2.100000000000000000e+01
6.500000000000005329e+00,2.100000000000000000e+01
6.520000000000004903e+00,2.100000000000000000e+01
6.540000000000004476e+00,2.100000000000000000e+01
6.560000000000004938e+00,2.100000000000000000e+01
6.580000000000005400e+00,2.100000000000000000e+01
6.600000000000004974e+00,2.100000000000000000e+01
6.620000000000004547e+00,2.100000000000000000e+01
6.640000000000005009e+00,2.100000000000000000e+01
6.660000000000005471e+00,2.100000000000000000e+01
6.680000000000005045e+00,2.100000000000000000e+01
6.700000000000004619e+00,2.100000000000000000e+01
6.720000000000005080e+00,2.100000000000000000e+01
6.740000000000005542e+00,2.100000000000000000e+01
6.760000000000005116e+00,2.100000000000000000e+01
6.780000000000004690e+00,2.100000000000000000e+01
6.800000000000005151e+00,2.100000000000000000e+01
6.820000000000005613e+00,2.100000000000000000e+01
6.840000000000005187e+00,2.200000000000000000e+01
6.860000000000004761e+00,2.200000000000000000e+01
6.880000000000005222e+00,2.200000000000000000e+01
6.900000000000005684e+00,2.200000000000000000e+01
6.920000000000005258e+00,2.200000000000000000e+01
6.940000000000004832e+00,2.200000000000000000e+01
6.960000000000005294e+00,2.200000000000000000e+01
6.980000000000005755e+00,2.200000000000000000e+01
7.000000000000005329e+00,2.200000000000000000e+01
7.020000000000004903e+00,2.200000000000000000e+01
7.040000000000005365e+00,2.200000000000000000e+01
7.060000000000005826e+00,2.200000000000000000e+01
7.080000000000005400e+00,2.200000000000000000e+01
7.100000000000004974e+00,2.200000000000000000e+01
7.120000000000005436e+00,2.200000000000000000e+01
7.140000000000005898e+00,2.200000000000000000e+01
7.160000000000005471e+00,2.200000000000000000e+01
7.180000000000005045e+00,2.200000000000000000e+01
7.200000000000005507e+00,2.200000000000000000e+01
7.220000000000005969e+00,2.200000000000000000e+01
7.240000000000005542e+00,2.300000000000000000e+01
7.260000000000005116e+00,2.300000000000000000e+01
7.280000000000005578e+00,2.300000000000000000e+01
7.300000000000006040e+00,2.300000000000000000e+01
7.320000000000005613e+00,2.300000000000000000e+01
7.340000000000005187e+00,2.300000000000000000e+01
7.360000000000005649e+00,2.300000000000000000e+01
7.380000000000006111e+00,2.300000000000000000e+01
7.400000000000005684e+00,2.300000000000000000e+01
7.420000000000005258e+00,2.300000000000000000e+01
7.440000000000005720e+00,2.300000000000000000e+01
7.460000000000006182e+00,2.300000000000000000e+01
7.480000000000005755e+00,2.300000000000000000e+01
7.500000000000005329e+00,2.300000000000000000e+01
7.520000000000005791e+00,2.300000000000000000e+01
7.540000000000006253e+00,2.300000000000000000e+01
7.560000000000005826e+00,2.300000000000000000e+01
7.580000000000005400e+00,2.300000000000000000e+01
7.600000000000005862e+00,2.300000000000000000e+01
7.620000000000006324e+00,2.300000000000000000e+01
7.640000000000005898e+00,2.400000000000000000e+01
7.660000000000005471e+00,2.400000000000000000e+01
7.680000000000005933e+00,2.400000000000000000e+01
7.700000000000006395e+00,2.400000000000000000e+01
7.720000000000005969e+00,2.400000000000000000e+01
7.740000000000005542e+00,2.400000000000000000e+01
7.760000000000006004e+00,2.400000000000000000e+01
7.780000000000006466e+00,2.400000000000000000e+01
7.800000000000006040e+00,2.400000000000000000e+01
7.820000000000005613e+00,2.400000000000000000e+01
7.840000000000006075e+00,2.400000000000000000e+01
7.860000000000006537e+00,2.400000000000000000e+01
7.880000000000006111e+00,2.400000000000000000e+01
7.900000000000005684e+00,2.400000000000000000e+01
7.920000000000006146e+00,2.400000000000000000e+01
7.940000000000006608e+00,2.400000000000000000e+01
7.960000000000006182e+00,2.400000000000000000e+01
7.980000000000005755e+00,2.400000000000000000e+01
8.000000000000007105e+00,2.400000000000000000e+01
8.020000000000006679e+00,2.400000000000000000e+01
8.040000000000006253e+00,2.500000000000000000e+01
8.060000000000005826e+00,2.500000000000000000e+01
8.080000000000005400e+00,2.500000000000000000e+01
8.100000000000006750e+00,2.500000000000000000e+01
8.120000000000006324e+00,2.500000000000000000e+01
8.140000000000005898e+00,2.500000000000000000e+01
8.160000000000007248e+00,2.500000000000000000e+01
8.180000000000006821e+00,2.500000000000000000e+01
8.200000000000006395e+00,2.500000000000000000e+01
8.220000000000005969e+00,2.500000000000000000e+01
8.240000000000005542e+00,2.500000000000000000e+01
8.260000000000006892e+00,2.500000000000000000e+01
8.280000000000006466e+00,2.500000000000000000e+01
8.300000000000006040e+00,2.500000000000000000e+01
8.320000000000007390e+00,2.500000000000000000e+01
8.340000000000006963e+00,2.500000000000000000e+01
8.360000000000006537e+00,2.500000000000000000e+01
8.380000000000006111e+00,2.500000000000000000e+01
8.400000000000005684e+00,2.500000000000000000e+01
8.420000000000007034e+00,2.500000000000000000e+01
8.440000000000006608e+00,2.600000000000000000e+01
8.460000000000006182e+00,2.600000000000000000e+01
8.480000000000007532e+00,2.600000000000000000e+01
8.500000000000007105e+00,2.600000000000000000e+01
8.520000000000006679e+00,2.600000000000000000e+01
8.540000000000006253e+00,2.600000000000000000e+01
8.560000000000005826e+00,2.600000000000000000e+01
8.580000000000007176e+00,2.600000000000000000e+01
8.600000000000006750e+00,2.600000000000000000e+01
8.620000000000006324e+00,2.600000000000000000e+01
8.640000000000007674e+00,2.600000000000000000e+01
8.660000000000007248e+00,2.600000000000000000e+01
8.680000000000006821e+00,2.600000000000000000e+01
8.700000000000006395e+00,2.600000000000000000e+01
8.720000000000005969e+00,2.600000000000000000e+01
8.740000000000007319e+00,2.600000000000000000e+01
8.760000000000006892e+00,2.600000000000000000e+01
8.780000000000006466e+00,2.600000000000000000e+01
8.800000000000007816e+00,2.600000000000000000e+01
8.820000000000007390e+00,2.600000000000000000e+01
8.840000000000006963e+00,2.700000000000000000e+01
8.860000000000006537e+00,2.700000000000000000e+01
8.880000000000006111e+00,2.700000000000000000e+01
8.900000000000007461e+00,2.700000000000000000e+01
8.920000000000007034e+00,2.700000000000000000e+01
8.940000000000006608e+00,2.700000000000000000e+01
8.960000000000007958e+00,2.700000000000000000e+01
8.980000000000007532e+00,2.700000000000000000e+01
9.000000000000007105e+00,2.700000000000000000e+01
9.020000000000006679e+00,2.700000000000000000e+01
9.040000000000006253e+00,2.700000000000000000e+01
9.060000000000007603e+00,2.700000000000000000e+01
9.080000000000007176e+00,2.700000000000000000e+01
9.100000000000006750e+00,2.700000000000000000e+01
9.120000000000008100e+00,2.700000000000000000e+01
9.140000000000007674e+00,2.700000000000000000e+01
9.160000000000007248e+00,2.700000000000000000e+01
9.180000000000006821e+00,2.700000000000000000e+01
9.200000000000006395e+00,2.700000000000000000e+01
9.220000000000007745e+00,2.700000000000000000e+01
9.240000000000007319e+00,2.800000000000000000e+01
9.260000000000006892e+00,2.800000000000000000e+01
9.280000000000008242e+00,2.800000000000000000e+01
9.300000000000007816e+00,2.800000000000000000e+01
9.320000000000007390e+00,2.800000000000000000e+01
9.340000000000006963e+00,2.800000000000000000e+01
9.360000000000006537e+00,2.800000000000000000e+01
9.380000000000007887e+00,2.800000000000000000e+01
9.400000000000007461e+00,2.800000000000000000e+01
9.420000000000007034e+00,2.800000000000000000e+01
9.440000000000008384e+00,2.800000000000000000e+01
9.460000000000007958e+00,2.800000000000000000e+01
9.480000000000007532e+00,2.800000000000000000e+01
9.500000000000007105e+00,2.800000000000000000e+01
9.520000000000006679e+00,2.800000000000000000e+01
9.540000000000008029e+00,2.800000000000000000e+01
9.560000000000007603e+00,2.800000000000000000e+01
9.580000000000007176e+00,2.800000000000000000e+01
9.600000000000008527e+00,2.800000000000000000e+01
9.620000000000008100e+00,2.800000000000000000e+01
9.640000000000007674e+00,2.900000000000000000e+01
9.660000000000007248e+00,2.900000000000000000e+01
9.680000000000006821e+00,2.900000000000000000e+01
9.700000000000008171e+00,2.900000000000000000e+01
9.720000000000007745e+00,2.900000000000000000e+01
9.740000000000007319e+00,2.900000000000000000e+01
9.760000000000008669e+00,2.900000000000000000e+01
9.780000000000008242e+00,2.900000000000000000e+01
9.800000000000007816e+00,2.900000000000000000e+01
9.820000000000007390e+00,2.900000000000000000e+01
9.840000000000006963e+00,2.900000000000000000e+01
9.860000000000008313e+00,2.900000000000000000e+01
9.880000000000007887e+00,2.900000000000000000e+01
9.900000000000007461e+00,2.900000000000000000e+01
9.920000000000008811e+00,2.900000000000000000e+01
9.940000000000008384e+00,2.900000000000000000e+01
9.960000000000007958e+00,2.900000000000000000e+01
9.980000000000007532e+00,2.900000000000000000e+01
1.000000000000000711e+01,2.900000000000000000e+01
1.002000000000000846e+01,2.900000000000000000e+01
1.004000000000000803e+01,3.000000000000000000e+01
1.006000000000000760e+01,3.000000000000000000e+01
1.008000000000000895e+01,3.000000000000000000e+01
1.010000000000000853e+01,3.000000000000000000e+01
1.012000000000000810e+01,3.000000000000000000e+01
1.014000000000000767e+01,3.000000000000000000e+01
1.016000000000000725e+01,3.000000000000000000e+01
1.018000000000000860e+01,3.000000000000000000e+01
1.020000000000000817e+01,3.000000000000000000e+01
1.022000000000000774e+01,3.000000000000000000e+01
1.024000000000000909e+01,3.000000000000000000e+01
1.026000000000000867e+01,3.000000000000000000e+01
1.028000000000000824e+01,3.000000000000000000e+01
1.030000000000000782e+01,3.000000000000000000e+01
1.032000000000000739e+01,3.000000000000000000e+01
1.034000000000000874e+01,3.000000000000000000e+01
1.036000000000000831e+01,3.000000000000000000e+01
1.038000000000000789e+01,3.000000000000000000e+01
1.040000000000000924e+01,3.000000000000000000e+01
1.042000000000000881e+01,3.000000000000000000e+01
1.044000000000000838e+01,3.100000000000000000e+01
1.046000000000000796e+01,3.100000000000000000e+01
1.048000000000000753e+01,3.100000000000000000e+01
1.050000000000000888e+01,3.100000000000000000e+01
1.052000000000000846e+01,3.100000000000000000e+01
1.054000000000000803e+01,3.100000000000000000e+01
1.056000000000000938e+01,3.100000000000000000e+01
1.058000000000000895e+01,3.100000000000000000e+01
1.060000000000000853e+01,3.100000000000000000e+01
1.062000000000000810e+01,3.100000000000000000e+01
1.064000000000000767e+01,3.100000000000000000e+01
1.066000000000000902e+01,3.100000000000000000e+01
1.068000000000000860e+01,3.100000000000000000e+01
1.070000000000000817e+01,3.100000000000000000e+01
1.072000000000000952e+01,3.100000000000000000e+01
1.074000000000000909e+01,3.100000000000000000e+01
1.076000000000000867e+01,3.100000000000000000e+01
1.078000000000000824e+01,3.100000000000000000e+01
1.080000000000000782e+01,3.100000000000000000e+01
1.082000000000000917e+01,3.100000000000000000e+01
1.084000000000000874e+01,3.200000000000000000e+01
1.086000000000000831e+01,3.200000000000000000e+01
1.088000000000000966e+01,3.200000000000000000e+01
1.090000000000000924e+01,3.200000000000000000e+01
1.092000000000000881e+01,3.200000000000000000e+01
1.094000000000000838e+01,3.200000000000000000e+01
1.096000000000000796e+01,3.200000000000000000e+01
1.098000000000000931e+01,3.200000000000000000e+01
1.100000000000000888e+01,3.200000000000000000e+01
1.102000000000000846e+01,3.200000000000000000e+01
1.104000000000000981e+01,3.200000000000000000e+01
1.106000000000000938e+01,3.200000000000000000e+01
1.108000000000000895e+01,3.200000000000000000e+01
1.110000000000000853e+01,3.200000000000000000e+01
1.112000000000000810e+01,3.200000000000000000e+01
1.114000000000000945e+01,3.200000000000000000e+01
1.116000000000000902e+01,3.200000000000000000e+01
1.118000000000000860e+01,3.200000000000000000e+01
1.120000000000000995e+01,3.200000000000000000e+01
1.122000000000000952e+01,3.200000000000000000e+01
1.124000000000000909e+01,3.300000000000000000e+01
1.126000000000000867e+01,3.300000000000000000e+01
1.128000000000000824e+01,3.300000000000000000e+01
1.130000000000000959e+01,3.300000000000000000e+01
1.132000000000000917e+01,3.300000000000000000e+01
1.134000000000000874e+01,3.300000000000000000e+01
1.136000000000001009e+01,3.300000000000000000e+01
1.138000000000000966e+01,3.300000000000000000e+01
1.140000000000000924e+01,3.300000000000000000e+01
1.142000000000000881e+01,3.300000000000000000e+01
1.144000000000000838e+01,3.300000000000000000e+01
1.146000000000000973e+01,3.300000000000000000e+01
1.148000000000000931e+01,3.300000000000000000e+01
1.150000000000000888e+01,3.300000000000000000e+01
1.152000000000001023e+01,3.300000000000000000e+01
1.154000000000000981e+01,3.300000000000000000e+01
1.156000000000000938e+01,3.300000000000000000e+01
1.158000000000000895e+01,3.300000000000000000e+01
1.160000000000000853e+01,3.300000000000000000e+01
1.162000000000000988e+01,3.300000000000000000e+01
1.164000000000000945e+01,3.400000000000000000e+01
1.166000000000000902e+01,3.400000000000000000e+01
1.168000000000001037e+01,3.400000000000000000e+01
1.170000000000000995e+01,3.400000000000000000e+01
1.172000000000000952e+01,3.400000000000000000e+01
1.174000000000000909e+01,3.400000000000000000e+01
1.176000000000000867e+01,3.400000000000000000e+01
1.178000000000001002e+01,3.400000000000000000e+01
1.180000000000000959e+01,3.400000000000000000e+01
1.182000000000000917e+01,3.400000000000000000e+01
1.184000000000001052e+01,3.400000000000000000e+01
1.186000000000001009e+01,3.400000000000000000e+01
1.188000000000000966e+01,3.400000000000000000e+01
1.190000000000000924e+01,3.400000000000000000e+01
1.192000000000000881e+01,3.400000000000000000e+01
1.194000000000001016e+01,3.400000000000000000e+01
1.196000000000000973e+01,3.400000000000000000e+01
1.198000000000000931e+01,3.400000000000000000e+01
1.200000000000001066e+01,3.400000000000000000e+01
1.202000000000001023e+01,3.400000000000000000e+01
1.204000000000000981e+01,3.500000000000000000e+01
1.206000000000000938e+01,3.500000000000000000e+01
1.208000000000000895e+01,3.500000000000000000e+01
1.210000000000001030e+01,3.500000000000000000e+01
1.212000000000000988e+01,3.500000000000000000e+01
1.214000000000000945e+01,3.500000000000000000e+01
1.216000000000001080e+01,3.500000000000000000e+01
1.218000000000001037e+01,3.500000000000000000e+01
1.220000000000000995e+01,3.500000000000000000e+01
1.222000000000000952e+01,3.500000000000000000e+01
1.224000000000000909e+01,3.500000000000000000e+01
1.226000000000001044e+01,3.500000000000000000e+01
1.228000000000001002e+01,3.500000000000000000e+01
1.230000000000000959e+01,3.500000000000000000e+01
1.232000000000001094e+01,3.500000000000000000e+01
1.234000000000001052e+01,3.500000000000000000e+01
1.236000000000001009e+01,3.500000000000000000e+01
1.238000000000000966e+01,3.500000000000000000e+01
1.240000000000000924e+01,3.500000000000000000e+01
1.242000000000001059e+01,3.500000000000000000e+01
1.244000000000001016e+01,3.600000000000000000e+01
1.246000000000000973e+01,3.600000000000000000e+01
1.248000000000001108e+01,3.600000000000000000e+01
1.250000000000001066e+01,3.600000000000000000e+01
1.252000000000001023e+01,3.600000000000000000e+01
1.254000000000000981e+01,3.600000000000000000e+01
1.256000000000000938e+01,3.600000000000000000e+01
1.258000000000001073e+01,3.600000000000000000e+01
1.260000000000001030e+01,3.600000000000000000e+01
